Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.000000e-12
Record Length,1000
Zero Index,310.179688
Vertical Units,V

TIME,CH1
-1.240719e-09,-1.000000e-03
-1.236719e-09,-1.125000e-03
-1.232719e-09,-1.171875e-03
-1.228719e-09,-1.140625e-03
-1.224719e-09,-7.343750e-04
-1.220719e-09,-8.750000e-04
-1.216719e-09,-7.343750e-04
-1.212719e-09,-3.437500e-04
-1.208719e-09,3.281250e-04
-1.204719e-09,4.218750e-04
-1.200719e-09,8.750000e-04
-1.196719e-09,1.343750e-03
-1.192719e-09,1.859375e-03
-1.188719e-09,2.390625e-03
-1.184719e-09,3.234375e-03
-1.180719e-09,3.468750e-03
-1.176719e-09,3.906250e-03
-1.172719e-09,4.546875e-03
-1.168719e-09,5.343750e-03
-1.164719e-09,5.531250e-03
-1.160719e-09,5.968750e-03
-1.156719e-09,6.375000e-03
-1.152719e-09,6.750000e-03
-1.148719e-09,7.062500e-03
-1.144719e-09,7.640625e-03
-1.140719e-09,7.562500e-03
-1.136719e-09,7.625000e-03
-1.132719e-09,7.859375e-03
-1.128719e-09,8.218750e-03
-1.124719e-09,7.937500e-03
-1.120719e-09,7.906250e-03
-1.116719e-09,7.843750e-03
-1.112719e-09,7.718750e-03
-1.108719e-09,7.578125e-03
-1.104719e-09,7.703125e-03
-1.100719e-09,7.187500e-03
-1.096719e-09,6.859375e-03
-1.092719e-09,6.703125e-03
-1.088719e-09,6.750000e-03
-1.084719e-09,6.171875e-03
-1.080719e-09,5.890625e-03
-1.076719e-09,5.609375e-03
-1.072719e-09,5.343750e-03
-1.068719e-09,5.078125e-03
-1.064719e-09,5.125000e-03
-1.060719e-09,4.578125e-03
-1.056719e-09,4.234375e-03
-1.052719e-09,4.125000e-03
-1.048719e-09,4.234375e-03
-1.044719e-09,3.734375e-03
-1.040719e-09,3.578125e-03
-1.036719e-09,3.437500e-03
-1.032719e-09,3.312500e-03
-1.028719e-09,3.187500e-03
-1.024719e-09,3.406250e-03
-1.020719e-09,3.015625e-03
-1.016719e-09,2.859375e-03
-1.012719e-09,2.906250e-03
-1.008719e-09,3.171875e-03
-1.004719e-09,2.843750e-03
-1.000719e-09,2.828125e-03
-9.967188e-10,2.828125e-03
-9.927188e-10,2.843750e-03
-9.887187e-10,2.859375e-03
-9.847187e-10,3.203125e-03
-9.807187e-10,2.937500e-03
-9.767187e-10,2.890625e-03
-9.727187e-10,3.062500e-03
-9.687187e-10,3.453125e-03
-9.647187e-10,3.234375e-03
-9.607187e-10,3.343750e-03
-9.567187e-10,3.468750e-03
-9.527188e-10,3.593750e-03
-9.487188e-10,3.750000e-03
-9.447188e-10,4.218750e-03
-9.407188e-10,4.093750e-03
-9.367188e-10,4.187500e-03
-9.327188e-10,4.500000e-03
-9.287187e-10,5.031250e-03
-9.247188e-10,4.968750e-03
-9.207188e-10,5.203125e-03
-9.167188e-10,5.468750e-03
-9.127187e-10,5.718750e-03
-9.087187e-10,5.968750e-03
-9.047187e-10,6.531250e-03
-9.007187e-10,6.484375e-03
-8.967187e-10,6.625000e-03
-8.927188e-10,6.953125e-03
-8.887188e-10,7.468750e-03
-8.847187e-10,7.359375e-03
-8.807187e-10,7.531250e-03
-8.767187e-10,7.687500e-03
-8.727187e-10,7.796875e-03
-8.687187e-10,7.890625e-03
-8.647188e-10,8.250000e-03
-8.607188e-10,7.953125e-03
-8.567188e-10,7.843750e-03
-8.527187e-10,7.906250e-03
-8.487187e-10,8.125000e-03
-8.447187e-10,7.703125e-03
-8.407187e-10,7.562500e-03
-8.367187e-10,7.406250e-03
-8.327188e-10,7.218750e-03
-8.287188e-10,7.000000e-03
-8.247187e-10,7.078125e-03
-8.207187e-10,6.546875e-03
-8.167187e-10,6.203125e-03
-8.127187e-10,6.078125e-03
-8.087187e-10,6.156250e-03
-8.047188e-10,5.640625e-03
-8.007188e-10,5.453125e-03
-7.967188e-10,5.281250e-03
-7.927187e-10,5.156250e-03
-7.887187e-10,5.062500e-03
-7.847187e-10,5.312500e-03
-7.807187e-10,5.000000e-03
-7.767187e-10,4.921875e-03
-7.727188e-10,5.109375e-03
-7.687188e-10,5.546875e-03
-7.647187e-10,5.421875e-03
-7.607187e-10,5.656250e-03
-7.567187e-10,5.921875e-03
-7.527187e-10,6.218750e-03
-7.487187e-10,6.562500e-03
-7.447188e-10,7.250000e-03
-7.407188e-10,7.328125e-03
-7.367188e-10,7.640625e-03
-7.327187e-10,8.156250e-03
-7.287187e-10,8.875000e-03
-7.247187e-10,8.968750e-03
-7.207187e-10,9.343750e-03
-7.167187e-10,9.687500e-03
-7.127188e-10,1.000000e-02
-7.087188e-10,1.026563e-02
-7.047187e-10,1.076563e-02
-7.007187e-10,1.060938e-02
-6.967187e-10,1.056250e-02
-6.927187e-10,1.065625e-02
-6.887187e-10,1.087500e-02
-6.847188e-10,1.039063e-02
-6.807188e-10,1.012500e-02
-6.767188e-10,9.781250e-03
-6.727187e-10,9.343750e-03
-6.687187e-10,8.828125e-03
-6.647187e-10,8.531250e-03
-6.607187e-10,7.546875e-03
-6.567187e-10,6.703125e-03
-6.527188e-10,6.015625e-03
-6.487188e-10,5.468750e-03
-6.447188e-10,4.281250e-03
-6.407187e-10,3.375000e-03
