Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.000000e-11
Record Length,1000
Zero Index,219.523438
Vertical Units,V

TIME,CH1
-8.780937e-09,-6.546875e-03
-8.740938e-09,-6.281250e-03
-8.700937e-09,-5.015625e-03
-8.660937e-09,-2.625000e-03
-8.620937e-09,1.718750e-04
-8.580937e-09,2.187500e-03
-8.540938e-09,2.531250e-03
-8.500937e-09,1.265625e-03
-8.460937e-09,-6.250000e-04
-8.420937e-09,-2.031250e-03
-8.380937e-09,-2.562500e-03
-8.340937e-09,-2.703125e-03
-8.300937e-09,-3.312500e-03
-8.260938e-09,-4.687500e-03
-8.220937e-09,-6.218750e-03
-8.180937e-09,-6.734375e-03
-8.140937e-09,-5.578125e-03
-8.100937e-09,-3.203125e-03
-8.060938e-09,-1.015625e-03
-8.020937e-09,-3.593750e-04
-7.980937e-09,-1.546875e-03
-7.940937e-09,-3.640625e-03
-7.900937e-09,-5.062500e-03
-7.860937e-09,-4.890625e-03
-7.820937e-09,-3.406250e-03
-7.780938e-09,-1.906250e-03
-7.740937e-09,-1.671875e-03
-7.700937e-09,-3.015625e-03
-7.660937e-09,-5.062500e-03
-7.620937e-09,-6.484375e-03
-7.580938e-09,-6.453125e-03
-7.540937e-09,-5.250000e-03
-7.500937e-09,-3.968750e-03
-7.460937e-09,-3.625000e-03
-7.420937e-09,-4.484375e-03
-7.380937e-09,-5.859375e-03
-7.340937e-09,-6.750000e-03
-7.300937e-09,-6.421875e-03
-7.260937e-09,-4.953125e-03
-7.220937e-09,-3.062500e-03
-7.180937e-09,-1.609375e-03
-7.140937e-09,-1.218750e-03
-7.100937e-09,-1.937500e-03
-7.060937e-09,-3.343750e-03
-7.020937e-09,-4.750000e-03
-6.980937e-09,-5.578125e-03
-6.940937e-09,-5.671875e-03
-6.900937e-09,-5.359375e-03
-6.860937e-09,-5.171875e-03
-6.820937e-09,-5.531250e-03
-6.780937e-09,-6.265625e-03
-6.740937e-09,-6.703125e-03
-6.700937e-09,-6.125000e-03
-6.660937e-09,-4.359375e-03
-6.620937e-09,-2.203125e-03
-6.580937e-09,-9.687500e-04
-6.540937e-09,-1.593750e-03
-6.500937e-09,-3.953125e-03
-6.460937e-09,-6.703125e-03
-6.420937e-09,-8.218750e-03
-6.380937e-09,-7.671875e-03
-6.340937e-09,-5.578125e-03
-6.300937e-09,-3.453125e-03
-6.260937e-09,-2.781250e-03
-6.220937e-09,-3.968750e-03
-6.180937e-09,-6.156250e-03
-6.140937e-09,-7.890625e-03
-6.100937e-09,-8.031250e-03
-6.060937e-09,-6.359375e-03
-6.020937e-09,-3.625000e-03
-5.980937e-09,-1.078125e-03
-5.940937e-09,2.187500e-04
-5.900937e-09,-2.968750e-04
-5.860937e-09,-2.468750e-03
-5.820937e-09,-5.437500e-03
-5.780937e-09,-8.093750e-03
-5.740937e-09,-9.484375e-03
-5.700937e-09,-9.421875e-03
-5.660937e-09,-8.578125e-03
-5.620937e-09,-8.046875e-03
-5.580937e-09,-8.468750e-03
-5.540937e-09,-9.562500e-03
-5.500937e-09,-1.017187e-02
-5.460937e-09,-9.203125e-03
-5.420937e-09,-6.484375e-03
-5.380937e-09,-3.015625e-03
-5.340937e-09,-3.281250e-04
-5.300937e-09,6.250000e-04
-5.260937e-09,-7.812500e-05
-5.220937e-09,-1.468750e-03
-5.180937e-09,-2.640625e-03
-5.140937e-09,-3.281250e-03
-5.100937e-09,-3.656250e-03
-5.060937e-09,-4.078125e-03
-5.020937e-09,-4.437500e-03
-4.980937e-09,-4.406250e-03
-4.940937e-09,-3.937500e-03
-4.900937e-09,-3.515625e-03
-4.860937e-09,-3.953125e-03
-4.820937e-09,-5.437500e-03
-4.780937e-09,-7.234375e-03
-4.740937e-09,-8.000000e-03
-4.700937e-09,-6.812500e-03
-4.660937e-09,-4.015625e-03
-4.620937e-09,-1.109375e-03
-4.580937e-09,2.968750e-04
-4.540937e-09,-4.375000e-04
-4.500937e-09,-2.640625e-03
-4.460938e-09,-4.906250e-03
-4.420937e-09,-6.187500e-03
-4.380937e-09,-6.375000e-03
-4.340937e-09,-6.000000e-03
-4.300937e-09,-5.593750e-03
-4.260938e-09,-5.281250e-03
-4.220938e-09,-4.875000e-03
-4.180937e-09,-4.359375e-03
-4.140937e-09,-3.984375e-03
-4.100937e-09,-4.046875e-03
-4.060937e-09,-4.468750e-03
-4.020938e-09,-4.734375e-03
-3.980938e-09,-4.343750e-03
-3.940937e-09,-3.390625e-03
-3.900937e-09,-2.593750e-03
-3.860937e-09,-2.750000e-03
-3.820937e-09,-4.015625e-03
-3.780938e-09,-5.656250e-03
-3.740938e-09,-6.656250e-03
-3.700937e-09,-6.484375e-03
-3.660937e-09,-5.546875e-03
-3.620937e-09,-4.765625e-03
-3.580937e-09,-4.750000e-03
-3.540937e-09,-5.265625e-03
-3.500937e-09,-5.515625e-03
-3.460937e-09,-4.937500e-03
-3.420937e-09,-3.781250e-03
-3.380937e-09,-2.921875e-03
-3.340937e-09,-3.109375e-03
-3.300937e-09,-4.203125e-03
-3.260937e-09,-5.359375e-03
-3.220937e-09,-5.687500e-03
-3.180938e-09,-5.062500e-03
-3.140937e-09,-4.234375e-03
-3.100937e-09,-4.125000e-03
