Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.000000e-11
Record Length,1000
Zero Index,219.468750
Vertical Units,V

TIME,CH1
-8.778750e-09,-1.234375e-03
-8.738750e-09,1.031250e-03
-8.698750e-09,1.406250e-03
-8.658750e-09,-2.187500e-04
-8.618750e-09,-2.828125e-03
-8.578750e-09,-4.875000e-03
-8.538750e-09,-5.390625e-03
-8.498750e-09,-4.593750e-03
-8.458750e-09,-3.656250e-03
-8.418750e-09,-3.750000e-03
-8.378750e-09,-5.046875e-03
-8.338750e-09,-6.625000e-03
-8.298750e-09,-7.187500e-03
-8.258750e-09,-6.187500e-03
-8.218750e-09,-4.296875e-03
-8.178750e-09,-2.906250e-03
-8.138750e-09,-2.984375e-03
-8.098750e-09,-4.343750e-03
-8.058750e-09,-5.734375e-03
-8.018750e-09,-5.843750e-03
-7.978750e-09,-4.375000e-03
-7.938750e-09,-2.218750e-03
-7.898750e-09,-7.968750e-04
-7.858750e-09,-1.000000e-03
-7.818750e-09,-2.593750e-03
-7.778750e-09,-4.562500e-03
-7.738750e-09,-5.906250e-03
-7.698750e-09,-6.343750e-03
-7.658750e-09,-6.250000e-03
-7.618750e-09,-6.156250e-03
-7.578750e-09,-6.156250e-03
-7.538750e-09,-5.906250e-03
-7.498750e-09,-5.031250e-03
-7.458750e-09,-3.671875e-03
-7.418750e-09,-2.578125e-03
-7.378750e-09,-2.593750e-03
-7.338750e-09,-3.968750e-03
-7.298750e-09,-6.078125e-03
-7.258750e-09,-7.687500e-03
-7.218750e-09,-7.781250e-03
-7.178750e-09,-6.250000e-03
-7.138750e-09,-3.968750e-03
-7.098750e-09,-2.343750e-03
-7.058750e-09,-2.375000e-03
-7.018750e-09,-4.140625e-03
-6.978750e-09,-6.671875e-03
-6.938750e-09,-8.687500e-03
-6.898750e-09,-9.296875e-03
-6.858750e-09,-8.562500e-03
-6.818750e-09,-7.265625e-03
-6.778750e-09,-6.281250e-03
-6.738750e-09,-5.921875e-03
-6.698750e-09,-5.828125e-03
-6.658750e-09,-5.343750e-03
-6.618750e-09,-4.218750e-03
-6.578750e-09,-2.921875e-03
-6.538750e-09,-2.375000e-03
-6.498750e-09,-3.171875e-03
-6.458750e-09,-5.000000e-03
-6.418750e-09,-6.734375e-03
-6.378750e-09,-7.156250e-03
-6.338750e-09,-5.890625e-03
-6.298750e-09,-3.671875e-03
-6.258750e-09,-1.875000e-03
-6.218750e-09,-1.609375e-03
-6.178750e-09,-2.937500e-03
-6.138750e-09,-4.890625e-03
-6.098750e-09,-6.265625e-03
-6.058750e-09,-6.406250e-03
-6.018750e-09,-5.546875e-03
-5.978750e-09,-4.500000e-03
-5.938750e-09,-4.015625e-03
-5.898750e-09,-4.343750e-03
-5.858750e-09,-5.234375e-03
-5.818750e-09,-6.203125e-03
-5.778750e-09,-6.828125e-03
-5.738750e-09,-6.875000e-03
-5.698750e-09,-6.250000e-03
-5.658750e-09,-5.140625e-03
-5.618750e-09,-3.953125e-03
-5.578750e-09,-3.218750e-03
-5.538750e-09,-3.296875e-03
-5.498750e-09,-4.031250e-03
-5.458750e-09,-4.781250e-03
-5.418750e-09,-4.921875e-03
-5.378750e-09,-4.312500e-03
-5.338750e-09,-3.500000e-03
-5.298750e-09,-3.281250e-03
-5.258750e-09,-3.984375e-03
-5.218750e-09,-5.203125e-03
-5.178750e-09,-6.156250e-03
-5.138750e-09,-6.437500e-03
-5.098750e-09,-6.312500e-03
-5.058750e-09,-6.406250e-03
-5.018750e-09,-6.937500e-03
-4.978750e-09,-7.343750e-03
-4.938750e-09,-6.718750e-03
-4.898750e-09,-4.812500e-03
-4.858750e-09,-2.562500e-03
-4.818750e-09,-1.578125e-03
-4.778750e-09,-2.906250e-03
-4.738750e-09,-6.062500e-03
-4.698750e-09,-9.125000e-03
-4.658750e-09,-1.025000e-02
-4.618750e-09,-8.890625e-03
-4.578750e-09,-6.296875e-03
-4.538750e-09,-4.343750e-03
-4.498750e-09,-4.093750e-03
-4.458750e-09,-5.093750e-03
-4.418750e-09,-5.906250e-03
-4.378750e-09,-5.546875e-03
-4.338750e-09,-4.312500e-03
-4.298750e-09,-3.406250e-03
-4.258750e-09,-3.671875e-03
-4.218750e-09,-4.750000e-03
-4.178750e-09,-5.312500e-03
-4.138750e-09,-4.281250e-03
-4.098750e-09,-1.875000e-03
-4.058750e-09,3.281250e-04
-4.018750e-09,7.031250e-04
-3.978750e-09,-1.234375e-03
-3.938750e-09,-4.312500e-03
-3.898750e-09,-6.687500e-03
-3.858750e-09,-7.140625e-03
-3.818750e-09,-5.953125e-03
-3.778750e-09,-4.453125e-03
-3.738750e-09,-3.921875e-03
-3.698750e-09,-4.593750e-03
-3.658750e-09,-5.734375e-03
-3.618750e-09,-6.390625e-03
-3.578750e-09,-6.250000e-03
-3.538750e-09,-5.828125e-03
-3.498750e-09,-5.812500e-03
-3.458750e-09,-6.453125e-03
-3.418750e-09,-7.250000e-03
-3.378750e-09,-7.500000e-03
-3.338750e-09,-6.921875e-03
-3.298750e-09,-5.953125e-03
-3.258750e-09,-5.390625e-03
-3.218750e-09,-5.656250e-03
-3.178750e-09,-6.421875e-03
-3.138750e-09,-6.875000e-03
-3.098750e-09,-6.421875e-03
