Model,MSO64
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.000000e-12
Record Length,1000
Zero Index,310.281250
Vertical Units,V

TIME,CH1
-1.241125e-09,5.437500e-03
-1.237125e-09,5.968750e-03
-1.233125e-09,6.312500e-03
-1.229125e-09,6.234375e-03
-1.225125e-09,5.953125e-03
-1.221125e-09,6.062500e-03
-1.217125e-09,6.562500e-03
-1.213125e-09,6.265625e-03
-1.209125e-09,6.953125e-03
-1.205125e-09,7.234375e-03
-1.201125e-09,7.500000e-03
-1.197125e-09,6.328125e-03
-1.193125e-09,7.171875e-03
-1.189125e-09,6.390625e-03
-1.185125e-09,7.609375e-03
-1.181125e-09,7.406250e-03
-1.177125e-09,7.171875e-03
-1.173125e-09,6.531250e-03
-1.169125e-09,6.890625e-03
-1.165125e-09,6.421875e-03
-1.161125e-09,6.343750e-03
-1.157125e-09,6.656250e-03
-1.153125e-09,6.765625e-03
-1.149125e-09,6.453125e-03
-1.145125e-09,5.921875e-03
-1.141125e-09,5.781250e-03
-1.137125e-09,6.046875e-03
-1.133125e-09,5.500000e-03
-1.129125e-09,5.953125e-03
-1.125125e-09,6.000000e-03
-1.121125e-09,6.031250e-03
-1.117125e-09,4.656250e-03
-1.113125e-09,5.312500e-03
-1.109125e-09,4.343750e-03
-1.105125e-09,5.390625e-03
-1.101125e-09,5.046875e-03
-1.097125e-09,4.687500e-03
-1.093125e-09,3.953125e-03
-1.089125e-09,4.234375e-03
-1.085125e-09,3.703125e-03
-1.081125e-09,3.609375e-03
-1.077125e-09,3.921875e-03
-1.073125e-09,4.046875e-03
-1.069125e-09,3.781250e-03
-1.065125e-09,3.328125e-03
-1.061125e-09,3.312500e-03
-1.057125e-09,3.703125e-03
-1.053125e-09,3.312500e-03
-1.049125e-09,3.937500e-03
-1.045125e-09,4.187500e-03
-1.041125e-09,4.468750e-03
-1.037125e-09,3.328125e-03
-1.033125e-09,4.250000e-03
-1.029125e-09,3.562500e-03
-1.025125e-09,4.906250e-03
-1.021125e-09,4.859375e-03
-1.017125e-09,4.828125e-03
-1.013125e-09,4.421875e-03
-1.009125e-09,5.031250e-03
-1.005125e-09,4.828125e-03
-1.001125e-09,5.046875e-03
-9.971250e-10,5.687500e-03
-9.931250e-10,6.140625e-03
-9.891250e-10,6.187500e-03
-9.851250e-10,6.031250e-03
-9.811250e-10,6.281250e-03
-9.771250e-10,6.953125e-03
-9.731250e-10,6.796875e-03
-9.691250e-10,7.656250e-03
-9.651250e-10,8.109375e-03
-9.611250e-10,8.546875e-03
-9.571250e-10,7.562500e-03
-9.531250e-10,8.593750e-03
-9.491250e-10,8.000000e-03
-9.451250e-10,9.375000e-03
-9.411250e-10,9.359375e-03
-9.371250e-10,9.312500e-03
-9.331250e-10,8.859375e-03
-9.291250e-10,9.375000e-03
-9.251250e-10,9.078125e-03
-9.211250e-10,9.156250e-03
-9.171250e-10,9.625000e-03
-9.131250e-10,9.859375e-03
-9.091250e-10,9.671875e-03
-9.051250e-10,9.250000e-03
-9.011250e-10,9.218750e-03
-8.971250e-10,9.562500e-03
-8.931250e-10,9.062500e-03
-8.891250e-10,9.562500e-03
-8.851250e-10,9.640625e-03
-8.811250e-10,9.687500e-03
-8.771250e-10,8.312500e-03
-8.731250e-10,8.937500e-03
-8.691250e-10,7.906250e-03
-8.651250e-10,8.843750e-03
-8.611250e-10,8.406250e-03
-8.571250e-10,7.937500e-03
-8.531250e-10,7.078125e-03
-8.491250e-10,7.203125e-03
-8.451250e-10,6.484375e-03
-8.411250e-10,6.203125e-03
-8.371250e-10,6.296875e-03
-8.331250e-10,6.187500e-03
-8.291250e-10,5.687500e-03
-8.251250e-10,4.968750e-03
-8.211250e-10,4.656250e-03
-8.171250e-10,4.734375e-03
-8.131250e-10,4.031250e-03
-8.091250e-10,4.343750e-03
-8.051250e-10,4.250000e-03
-8.011250e-10,4.171875e-03
-7.971250e-10,2.718750e-03
-7.931250e-10,3.281250e-03
-7.891250e-10,2.234375e-03
-7.851250e-10,3.156250e-03
-7.811250e-10,2.781250e-03
-7.771250e-10,2.390625e-03
-7.731250e-10,1.656250e-03
-7.691250e-10,1.890625e-03
-7.651250e-10,1.343750e-03
-7.611250e-10,1.281250e-03
-7.571250e-10,1.578125e-03
-7.531250e-10,1.703125e-03
-7.491250e-10,1.515625e-03
-7.451250e-10,1.078125e-03
-7.411250e-10,1.062500e-03
-7.371250e-10,1.468750e-03
-7.331250e-10,1.093750e-03
-7.291250e-10,1.750000e-03
-7.251250e-10,2.031250e-03
-7.211250e-10,2.312500e-03
-7.171250e-10,1.218750e-03
-7.131250e-10,2.156250e-03
-7.091250e-10,1.500000e-03
-7.051250e-10,2.765625e-03
-7.011250e-10,2.765625e-03
-6.971250e-10,2.750000e-03
-6.931250e-10,2.359375e-03
-6.891250e-10,2.921875e-03
-6.851250e-10,2.687500e-03
-6.811250e-10,2.937500e-03
-6.771250e-10,3.546875e-03
-6.731250e-10,3.921875e-03
-6.691250e-10,4.031250e-03
-6.651250e-10,3.828125e-03
-6.611250e-10,4.031250e-03
-6.571250e-10,4.640625e-03
-6.531250e-10,4.484375e-03
-6.491250e-10,5.281250e-03
-6.451250e-10,5.718750e-03
-6.411250e-10,6.109375e-03
